video_name,dominant_emotion,angry,disgust,scared,happy,sad,surprised,neutral,usefulness_tool,,given_val,given_aro,match_val,match_aro
LadyBird_079.mp4,neutral,25,0,39,49,64,0,204,Non-useful,,Non-useful,Useful,match,
LadyBird_080.mp4,neutral,2,0,30,13,26,1,64,Non-useful,,Non-useful,Useful,match,
LadyBird_081.mp4,neutral,0,0,0,9,0,0,11,Non-useful,,Non-useful,Useful,match,
LadyBird_082.mp4,neutral,0,0,0,0,12,0,67,Non-useful,,Non-useful,Useful,match,
LadyBird_083.mp4,neutral,0,0,3,1,10,0,98,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_084.mp4,neutral,0,0,0,15,0,0,16,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_085.mp4,neutral,0,0,0,12,0,0,14,Non-useful,,Useful,Non-useful,,match
LadyBird_086.mp4,neutral,0,0,0,3,0,0,7,Non-useful,,Useful,Useful,,
LadyBird_087.mp4,happy,0,0,0,29,0,0,21,Non-useful,,Useful,Useful,,
LadyBird_088.mp4,happy,1,0,8,15,0,0,2,Non-useful,,Useful,Useful,,
LadyBird_089.mp4,happy,1,0,1,89,13,0,50,Useful,,Non-useful,Non-useful,,
LadyBird_090.mp4,neutral,3,0,9,70,16,0,177,Non-useful,,Useful,Non-useful,,match
LadyBird_091.mp4,happy,8,0,2,84,10,0,37,Useful,,Non-useful,Useful,,match
LadyBird_092.mp4,neutral,0,0,8,16,50,0,127,Non-useful,,Non-useful,Useful,match,
LadyBird_093.mp4,sad,0,0,3,12,41,1,38,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_094.mp4,angry,18,0,0,1,0,1,8,Non-useful,,Non-useful,Useful,match,
LadyBird_095.mp4,angry,18,0,0,9,0,0,10,Non-useful,,Useful,Non-useful,,match
LadyBird_096.mp4,happy,9,0,5,60,3,0,20,Useful,,Useful,Non-useful,match,
LadyBird_097.mp4,neutral,2,0,12,17,73,0,106,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_098.mp4,happy,22,0,14,68,16,0,43,Useful,,Non-useful,Non-useful,,
LadyBird_099.mp4,happy,0,0,17,74,2,0,46,Useful,,Useful,Non-useful,match,
LadyBird_100.mp4,neutral,2,0,4,11,0,0,12,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_101.mp4,happy,0,0,8,40,1,0,39,Non-useful,,Useful,Useful,,
LadyBird_102.mp4,happy,1,0,3,78,0,0,15,Useful,,Useful,Non-useful,match,
LadyBird_103.mp4,happy,5,0,3,75,0,0,18,Useful,,Useful,Non-useful,match,
LadyBird_104.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Non-useful,,match
LadyBird_105.mp4,angry,46,0,9,17,3,0,46,Non-useful,,Non-useful,Useful,match,
LadyBird_106.mp4,neutral,2,0,10,64,40,0,128,Non-useful,,Useful,Non-useful,,match
LadyBird_107.mp4,scared,0,0,32,5,4,0,12,Useful,,Useful,Non-useful,match,
LadyBird_108.mp4,sad,1,0,22,0,47,0,3,Useful,,Non-useful,Non-useful,,
LadyBird_109.mp4,happy,0,0,0,1,0,0,0,Non-useful,,Non-useful,Non-useful,match,match
LadyBird_110.mp4,neutral,1,0,12,48,2,0,52,Non-useful,,Useful,Non-useful,,match
LadyBird_111.mp4,neutral,5,0,32,61,0,0,84,Non-useful,,Useful,Non-useful,,match
LadyBird_112.mp4,scared,3,0,12,8,0,0,5,Non-useful,,Useful,Useful,,
LadyBird_113.mp4,neutral,0,0,13,9,15,0,115,Non-useful,,Useful,Non-useful,,match
TheBlindSide_000.mp4,happy,2,0,5,31,7,0,22,Non-useful,,Non-useful,Useful,match,
TheBlindSide_001.mp4,neutral,0,0,1,4,18,0,27,Non-useful,,Non-useful,Useful,match,
TheBlindSide_002.mp4,scared,1,0,36,13,9,0,28,Non-useful,,Useful,Useful,,
TheBlindSide_003.mp4,sad,1,0,0,5,16,0,11,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_004.mp4,neutral,0,0,0,4,0,0,9,Non-useful,,Useful,Useful,,
TheBlindSide_005.mp4,happy,7,0,10,94,9,0,75,Useful,,Useful,Useful,match,match
TheBlindSide_006.mp4,happy,0,0,3,18,0,0,8,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_007.mp4,neutral,0,0,0,13,0,0,40,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_008.mp4,happy,1,0,4,92,0,0,65,Useful,,Non-useful,Useful,,match
TheBlindSide_009.mp4,neutral,0,0,0,5,0,0,10,Non-useful,,Useful,Non-useful,,match
TheBlindSide_010.mp4,neutral,4,0,6,20,0,0,28,Non-useful,,Useful,Non-useful,,match
TheBlindSide_011.mp4,neutral,0,0,0,1,0,0,19,Non-useful,,Useful,Non-useful,,match
TheBlindSide_012.mp4,neutral,4,0,7,8,5,2,65,Non-useful,,Non-useful,Useful,match,
TheBlindSide_013.mp4,neutral,26,0,18,11,8,0,36,Non-useful,,Useful,Non-useful,,match
TheBlindSide_014.mp4,neutral,8,0,2,15,4,0,164,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_015.mp4,neutral,0,0,1,2,6,0,15,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_016.mp4,scared,1,0,23,1,11,0,19,Non-useful,,Non-useful,Useful,match,
TheBlindSide_017.mp4,neutral,21,0,1,8,6,0,51,Non-useful,,Useful,Non-useful,,match
TheBlindSide_018.mp4,neutral,6,0,15,18,8,0,29,Non-useful,,Useful,Non-useful,,match
TheBlindSide_019.mp4,neutral,5,0,2,2,4,0,8,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_020.mp4,neutral,18,0,9,24,11,0,77,Non-useful,,Useful,Non-useful,,match
TheBlindSide_021.mp4,neutral,18,0,1,23,14,0,50,Non-useful,,Useful,Non-useful,,match
TheBlindSide_022.mp4,happy,2,0,5,16,16,0,16,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_023.mp4,neutral,5,0,25,10,0,0,70,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_024.mp4,neutral,48,0,6,9,25,0,112,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_025.mp4,neutral,13,0,2,1,11,0,66,Non-useful,,Useful,Useful,,
TheBlindSide_026.mp4,neutral,3,0,5,11,2,0,45,Non-useful,,Non-useful,Useful,match,
TheBlindSide_027.mp4,angry,32,0,16,14,1,0,31,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_028.mp4,neutral,1,0,13,11,7,0,39,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_029.mp4,sad,16,0,30,16,54,0,26,Useful,,Non-useful,Non-useful,,
TheBlindSide_030.mp4,neutral,30,0,57,4,50,0,71,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_031.mp4,sad,11,0,0,2,21,0,10,Non-useful,,Useful,Non-useful,,match
TheBlindSide_032.mp4,neutral,2,0,3,24,21,0,46,Non-useful,,Useful,Non-useful,,match
TheBlindSide_033.mp4,neutral,0,0,12,1,5,0,64,Non-useful,,Useful,Non-useful,,match
TheBlindSide_034.mp4,neutral,5,0,7,5,7,0,38,Non-useful,,Useful,Non-useful,,match
TheBlindSide_035.mp4,neutral,1,0,5,15,10,0,74,Non-useful,,Useful,Non-useful,,match
TheBlindSide_036.mp4,neutral,1,0,2,6,3,0,22,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_037.mp4,neutral,5,0,4,59,3,0,83,Non-useful,,Useful,Useful,,
TheBlindSide_038.mp4,neutral,7,0,6,21,2,0,94,Non-useful,,Useful,Useful,,
TheBlindSide_039.mp4,neutral,0,0,1,18,1,0,43,Non-useful,,Useful,Useful,,
TheBlindSide_040.mp4,happy,5,0,3,63,25,0,29,Useful,,Non-useful,Non-useful,,
TheBlindSide_041.mp4,angry,0,0,0,0,0,0,0,Non-useful,,Useful,Useful,,
TheBlindSide_042.mp4,sad,0,0,2,0,9,0,6,Non-useful,,Useful,Non-useful,,match
TheBlindSide_043.mp4,neutral,2,0,7,28,1,0,90,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_044.mp4,neutral,3,0,37,4,9,0,41,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_045.mp4,neutral,13,0,9,39,1,0,120,Non-useful,,Useful,Non-useful,,match
TheBlindSide_046.mp4,neutral,0,0,3,17,78,0,137,Non-useful,,Useful,Non-useful,,match
TheBlindSide_047.mp4,neutral,33,0,0,0,1,0,35,Non-useful,,Useful,Useful,,
TheBlindSide_048.mp4,happy,0,0,2,24,4,0,2,Useful,,Useful,Non-useful,match,
TheBlindSide_049.mp4,neutral,3,0,6,17,7,0,34,Non-useful,,Useful,Useful,,
TheBlindSide_050.mp4,neutral,48,0,13,41,6,1,116,Non-useful,,Useful,Non-useful,,match
TheBlindSide_051.mp4,neutral,0,0,13,47,24,0,91,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_052.mp4,neutral,21,0,1,17,0,0,67,Non-useful,,Useful,Non-useful,,match
TheBlindSide_053.mp4,sad,0,0,10,0,21,0,10,Useful,,Non-useful,Non-useful,,
TheBlindSide_054.mp4,neutral,11,0,8,13,10,0,17,Non-useful,,Useful,Useful,,
TheBlindSide_055.mp4,happy,33,0,4,40,5,0,39,Non-useful,,Useful,Useful,,
TheBlindSide_056.mp4,angry,6,0,3,6,3,0,6,Non-useful,,Useful,Useful,,
TheBlindSide_057.mp4,neutral,6,0,35,61,78,0,173,Non-useful,,Non-useful,Useful,match,
TheBlindSide_058.mp4,sad,24,0,26,6,54,0,15,Useful,,Useful,Non-useful,match,
TheBlindSide_059.mp4,happy,48,0,32,115,6,0,77,Useful,,Useful,Useful,match,match
TheBlindSide_060.mp4,happy,36,0,16,159,11,0,28,Useful,,Useful,Useful,match,match
TheBlindSide_061.mp4,neutral,15,0,2,21,5,0,92,Non-useful,,Useful,Useful,,
TheBlindSide_062.mp4,neutral,12,0,6,7,6,0,25,Non-useful,,Non-useful,Useful,match,
TheBlindSide_063.mp4,neutral,12,0,24,8,8,0,37,Non-useful,,Useful,Useful,,
TheBlindSide_064.mp4,happy,18,0,8,79,9,0,61,Useful,,Useful,Useful,match,match
TheBlindSide_065.mp4,sad,0,0,16,3,24,0,11,Non-useful,,Non-useful,Useful,match,
TheBlindSide_066.mp4,happy,0,0,1,44,23,0,12,Useful,,Non-useful,Useful,,match
TheBlindSide_067.mp4,neutral,3,0,12,5,12,0,14,Non-useful,,Non-useful,Useful,match,
TheBlindSide_068.mp4,neutral,1,0,1,15,6,0,56,Non-useful,,Useful,Useful,,
TheBlindSide_069.mp4,neutral,0,0,13,11,5,2,39,Non-useful,,Useful,Useful,,
TheBlindSide_070.mp4,neutral,3,0,4,6,1,0,19,Non-useful,,Non-useful,Useful,match,
TheBlindSide_071.mp4,scared,6,0,95,65,15,0,80,Useful,,Non-useful,Useful,,match
TheBlindSide_072.mp4,happy,2,0,5,54,19,0,43,Useful,,Non-useful,Useful,,match
TheBlindSide_073.mp4,sad,0,0,9,0,21,0,10,Useful,,Non-useful,Non-useful,,
TheBlindSide_074.mp4,neutral,6,0,43,18,44,0,85,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_075.mp4,neutral,0,0,31,7,36,0,57,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_076.mp4,neutral,6,0,9,17,17,0,38,Non-useful,,Useful,Non-useful,,match
TheBlindSide_077.mp4,neutral,10,0,47,31,37,0,78,Non-useful,,Useful,Useful,,
TheBlindSide_078.mp4,scared,0,0,19,7,9,0,16,Non-useful,,Useful,Non-useful,,match
TheBlindSide_079.mp4,happy,1,0,2,44,21,1,15,Useful,,Useful,Non-useful,match,
TheBlindSide_080.mp4,happy,6,0,3,43,31,0,36,Non-useful,,Useful,Useful,,
TheBlindSide_081.mp4,neutral,23,0,5,3,22,0,53,Non-useful,,Non-useful,Useful,match,
TheBlindSide_082.mp4,neutral,3,0,7,2,6,1,28,Non-useful,,Non-useful,Useful,match,
TheBlindSide_083.mp4,neutral,0,0,16,27,17,0,132,Non-useful,,Useful,Useful,,
TheBlindSide_084.mp4,neutral,0,0,23,31,2,0,321,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_085.mp4,neutral,0,0,8,1,0,0,37,Non-useful,,Non-useful,Non-useful,match,match
TheBlindSide_086.mp4,neutral,12,0,29,21,44,0,152,Non-useful,,Useful,Non-useful,,match
TheBlindSide_087.mp4,neutral,45,0,6,33,3,0,114,Non-useful,,Useful,Non-useful,,match
TheBlindSide_088.mp4,neutral,38,0,11,51,22,2,89,Non-useful,,Useful,Non-useful,,match
TheBlindSide_089.mp4,neutral,34,0,19,43,24,0,52,Non-useful,,Useful,Useful,,
TheBlindSide_090.mp4,happy,10,0,9,44,6,0,12,Useful,,Useful,Non-useful,match,
TheBlindSide_091.mp4,happy,15,0,9,52,6,0,21,Useful,,Useful,Useful,match,match
TheBlindSide_092.mp4,neutral,15,0,5,60,36,0,61,Non-useful,,Useful,Useful,,
TheBlindSide_093.mp4,happy,18,0,26,36,3,0,28,Non-useful,,Useful,Useful,,
TheFaultInOurStars_000.mp4,happy,0,0,18,26,3,0,11,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_001.mp4,neutral,1,0,15,23,3,34,104,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_002.mp4,happy,3,0,13,107,36,0,40,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_003.mp4,happy,4,0,2,93,16,0,69,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_004.mp4,happy,6,0,13,19,7,0,5,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_005.mp4,happy,13,0,1,76,6,0,32,Useful,,Useful,Useful,match,match
TheFaultInOurStars_006.mp4,happy,1,0,18,69,32,0,63,Non-useful,,Non-useful,Useful,match,
TheFaultInOurStars_007.mp4,happy,4,0,5,63,14,0,46,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_008.mp4,happy,5,0,5,78,2,0,41,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_009.mp4,neutral,13,0,2,55,3,0,74,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_010.mp4,neutral,0,0,6,16,11,0,59,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_011.mp4,neutral,15,0,21,39,14,0,111,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_012.mp4,happy,3,0,6,81,10,0,53,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_013.mp4,happy,0,0,0,52,0,0,22,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_014.mp4,neutral,0,0,0,6,0,0,15,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_015.mp4,happy,2,0,1,35,0,0,15,Useful,,Useful,Useful,match,match
TheFaultInOurStars_016.mp4,happy,1,0,1,40,1,0,38,Non-useful,,Useful,Useful,,
TheFaultInOurStars_017.mp4,happy,0,0,0,10,0,0,1,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_018.mp4,neutral,14,0,23,89,7,0,102,Non-useful,,Useful,Useful,,
TheFaultInOurStars_019.mp4,happy,0,0,2,39,5,0,8,Useful,,Useful,Useful,match,match
TheFaultInOurStars_020.mp4,happy,0,0,0,26,0,0,10,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_021.mp4,neutral,3,0,29,18,6,0,53,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_022.mp4,happy,0,0,5,70,3,0,27,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_023.mp4,happy,2,0,0,69,1,0,11,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_024.mp4,happy,8,1,27,133,56,0,50,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_025.mp4,happy,8,0,23,66,3,0,16,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_026.mp4,happy,1,0,5,108,10,0,32,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_027.mp4,happy,1,0,2,38,11,1,10,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_028.mp4,sad,29,0,26,30,53,0,51,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_029.mp4,happy,17,0,19,68,61,0,54,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_030.mp4,happy,3,1,15,50,29,0,33,Useful,,Useful,Useful,match,match
TheFaultInOurStars_031.mp4,happy,4,0,0,25,6,0,10,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_032.mp4,neutral,5,0,5,53,42,0,54,Non-useful,,Non-useful,Useful,match,
TheFaultInOurStars_033.mp4,happy,0,0,1,78,17,0,67,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_034.mp4,happy,15,0,5,140,17,0,77,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_035.mp4,happy,9,0,28,129,9,0,51,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_036.mp4,happy,0,0,8,25,1,0,14,Useful,,Useful,Useful,match,match
TheFaultInOurStars_037.mp4,happy,6,0,4,37,2,0,15,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_038.mp4,happy,0,0,0,29,0,0,27,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_039.mp4,happy,0,0,1,17,2,0,9,Non-useful,,Useful,Useful,,
TheFaultInOurStars_040.mp4,happy,0,0,3,43,2,0,23,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_041.mp4,happy,3,0,31,42,9,0,30,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_042.mp4,neutral,0,0,1,0,1,0,7,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_043.mp4,happy,2,0,12,41,2,0,33,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_044.mp4,neutral,5,0,10,54,6,0,59,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_045.mp4,neutral,10,0,49,34,11,0,50,Non-useful,,Non-useful,Non-useful,match,match
TheFaultInOurStars_046.mp4,neutral,1,0,0,10,0,0,17,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_047.mp4,happy,0,0,44,76,8,0,33,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_048.mp4,happy,4,0,1,158,0,0,60,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_049.mp4,happy,1,0,7,92,1,0,20,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_050.mp4,happy,11,0,1,66,23,0,25,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_051.mp4,happy,7,0,2,35,4,0,8,Useful,,Useful,Useful,match,match
TheFaultInOurStars_052.mp4,neutral,4,0,17,48,32,0,88,Non-useful,,Non-useful,Useful,match,
TheFaultInOurStars_053.mp4,neutral,3,0,15,21,2,0,106,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_054.mp4,happy,2,0,2,10,1,0,3,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_055.mp4,neutral,1,0,8,32,3,0,48,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_056.mp4,neutral,7,0,8,46,8,0,51,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_057.mp4,happy,1,0,0,8,3,0,1,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_058.mp4,happy,0,0,0,18,1,0,7,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_059.mp4,neutral,4,0,0,6,10,0,38,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_060.mp4,neutral,1,0,77,24,214,0,254,Non-useful,,Non-useful,Non-useful,match,match
TheFaultInOurStars_061.mp4,scared,0,0,110,4,49,0,28,Useful,,Non-useful,Useful,,match
TheFaultInOurStars_062.mp4,happy,5,0,3,74,51,0,62,Useful,,Non-useful,Non-useful,,
TheFaultInOurStars_063.mp4,neutral,3,0,7,30,29,0,41,Non-useful,,Non-useful,Non-useful,match,match
TheFaultInOurStars_064.mp4,neutral,0,0,0,20,25,0,33,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_065.mp4,sad,11,0,13,31,72,0,69,Non-useful,,Non-useful,Non-useful,match,match
TheFaultInOurStars_066.mp4,neutral,10,0,12,15,1,0,18,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_067.mp4,neutral,0,0,1,46,8,0,75,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_068.mp4,happy,0,0,6,19,2,0,13,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_069.mp4,sad,17,0,11,33,79,0,36,Useful,,Non-useful,Non-useful,,
TheFaultInOurStars_070.mp4,neutral,21,0,9,52,98,0,146,Non-useful,,Non-useful,Non-useful,match,match
TheFaultInOurStars_071.mp4,neutral,28,0,37,32,44,0,146,Non-useful,,Non-useful,Useful,match,
TheFaultInOurStars_072.mp4,neutral,9,0,49,87,49,0,147,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_073.mp4,neutral,1,0,7,50,3,0,54,Non-useful,,Useful,Non-useful,,match
TheFaultInOurStars_074.mp4,happy,4,0,13,107,25,0,84,Useful,,Non-useful,Non-useful,,
TheFaultInOurStars_075.mp4,happy,3,0,26,110,22,0,62,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_076.mp4,happy,0,1,36,193,23,0,72,Useful,,Useful,Non-useful,match,
TheFaultInOurStars_077.mp4,neutral,0,0,22,2,6,0,39,Non-useful,,Useful,Non-useful,,match
TheJudge_000.mp4,scared,22,1,31,4,30,0,10,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_001.mp4,happy,13,0,13,34,20,0,20,Useful,,Useful,Non-useful,match,
TheJudge_002.mp4,neutral,5,0,1,1,17,0,22,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_003.mp4,neutral,10,0,31,14,29,1,50,Non-useful,,Non-useful,Useful,match,
TheJudge_004.mp4,happy,2,0,12,24,12,0,23,Non-useful,,Non-useful,Useful,match,
TheJudge_005.mp4,sad,3,0,0,2,7,0,4,Non-useful,,Non-useful,Useful,match,
TheJudge_006.mp4,happy,3,0,5,18,13,0,17,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_007.mp4,sad,21,0,8,38,44,0,6,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_008.mp4,neutral,37,0,25,3,68,1,87,Non-useful,,Useful,Non-useful,,match
TheJudge_009.mp4,neutral,13,0,6,5,25,0,29,Non-useful,,Useful,Non-useful,,match
TheJudge_010.mp4,neutral,11,0,0,4,19,0,23,Non-useful,,Useful,Non-useful,,match
TheJudge_011.mp4,neutral,6,0,0,1,5,0,50,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_012.mp4,sad,3,0,6,7,19,0,6,Useful,,Useful,Non-useful,match,
TheJudge_013.mp4,angry,10,0,0,0,0,1,10,Non-useful,,Useful,Non-useful,,match
TheJudge_014.mp4,sad,6,0,22,1,26,0,1,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_015.mp4,neutral,14,0,5,2,20,0,30,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_016.mp4,sad,3,0,3,0,25,1,22,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_017.mp4,neutral,3,0,8,6,4,0,10,Non-useful,,Useful,Non-useful,,match
TheJudge_018.mp4,sad,24,0,29,9,72,0,42,Useful,,Non-useful,Non-useful,,
TheJudge_019.mp4,scared,3,0,52,46,17,0,35,Non-useful,,Useful,Non-useful,,match
TheJudge_020.mp4,scared,2,0,46,26,31,0,40,Non-useful,,Useful,Non-useful,,match
TheJudge_021.mp4,neutral,4,0,0,4,7,0,37,Non-useful,,Useful,Non-useful,,match
TheJudge_022.mp4,happy,17,0,16,23,16,0,19,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_023.mp4,sad,0,0,8,1,33,0,21,Useful,,Non-useful,Non-useful,,
TheJudge_024.mp4,neutral,11,0,2,3,24,0,29,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_025.mp4,neutral,0,0,1,0,14,0,17,Non-useful,,Useful,Non-useful,,match
TheJudge_026.mp4,sad,2,0,4,5,17,0,5,Useful,,Non-useful,Non-useful,,
TheJudge_027.mp4,angry,33,0,5,11,19,0,20,Useful,,Useful,Non-useful,match,
TheJudge_028.mp4,scared,23,0,47,21,6,0,37,Non-useful,,Useful,Non-useful,,match
TheJudge_029.mp4,sad,13,0,10,4,19,0,14,Non-useful,,Useful,Non-useful,,match
TheJudge_030.mp4,scared,1,0,3,2,1,0,1,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_031.mp4,neutral,9,0,12,4,3,0,14,Non-useful,,Useful,Non-useful,,match
TheJudge_032.mp4,neutral,4,0,1,0,4,0,14,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_033.mp4,sad,24,0,39,4,73,3,61,Useful,,Non-useful,Useful,,match
TheJudge_034.mp4,sad,13,0,20,4,44,0,21,Useful,,Non-useful,Useful,,match
TheJudge_035.mp4,angry,1,0,0,0,0,0,0,Non-useful,,Non-useful,Useful,match,
TheJudge_036.mp4,neutral,10,1,10,12,25,0,63,Non-useful,,Non-useful,Useful,match,
TheJudge_037.mp4,happy,18,0,18,23,2,2,7,Non-useful,,Non-useful,Useful,match,
TheJudge_038.mp4,sad,18,1,7,22,48,0,8,Useful,,Non-useful,Useful,,match
TheJudge_039.mp4,angry,55,0,8,10,21,0,18,Useful,,Non-useful,Non-useful,,
TheJudge_040.mp4,sad,12,0,17,9,43,1,39,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_041.mp4,angry,95,0,42,42,49,0,85,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_042.mp4,sad,4,0,0,4,6,0,1,Non-useful,,Non-useful,Useful,match,
TheJudge_043.mp4,neutral,21,0,22,16,49,0,50,Non-useful,,Non-useful,Useful,match,
TheJudge_044.mp4,sad,8,0,11,4,44,1,40,Non-useful,,Non-useful,Useful,match,
TheJudge_045.mp4,neutral,19,0,8,8,13,3,49,Non-useful,,Non-useful,Useful,match,
TheJudge_046.mp4,scared,4,0,25,0,14,0,5,Useful,,Useful,Non-useful,match,
TheJudge_047.mp4,neutral,2,0,1,22,16,0,27,Non-useful,,Useful,Non-useful,,match
TheJudge_048.mp4,happy,2,1,3,18,0,0,5,Useful,,Useful,Non-useful,match,
TheJudge_049.mp4,neutral,3,0,41,0,0,0,57,Non-useful,,Useful,Non-useful,,match
TheJudge_050.mp4,happy,0,0,0,21,4,0,7,Useful,,Useful,Non-useful,match,
TheJudge_051.mp4,scared,2,0,42,0,6,0,5,Useful,,Useful,Non-useful,match,
TheJudge_052.mp4,angry,43,0,3,0,18,0,13,Useful,,Useful,Non-useful,match,
TheJudge_053.mp4,neutral,5,0,7,1,7,0,8,Non-useful,,Non-useful,Non-useful,match,match
TheJudge_054.mp4,sad,33,0,18,2,38,0,16,Non-useful,,Useful,Non-useful,,match
TheJudge_055.mp4,sad,20,0,32,37,43,0,7,Non-useful,,Useful,Non-useful,,match
TheJudge_056.mp4,neutral,3,0,22,12,34,0,47,Non-useful,,Useful,Non-useful,,match
TheJudge_057.mp4,sad,37,0,11,13,193,0,23,Useful,,Non-useful,Non-useful,,
TheJudge_058.mp4,sad,5,0,3,1,138,0,21,Useful,,Non-useful,Useful,,match
TheJudge_059.mp4,sad,0,0,2,1,73,0,1,Useful,,Non-useful,Useful,,match
TheJudge_060.mp4,sad,1,0,2,9,82,0,1,Useful,,Useful,Non-useful,match,
TheJudge_062.mp4,happy,0,0,3,5,4,0,1,Non-useful,,Useful,Non-useful,,match
TheJudge_063.mp4,neutral,15,0,25,35,16,2,52,Non-useful,,Useful,Non-useful,,match
TheJudge_064.mp4,happy,12,0,14,78,34,0,24,Useful,,Useful,Non-useful,match,
TheJudge_065.mp4,scared,0,0,33,2,23,1,18,Non-useful,,Useful,Non-useful,,match
